Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-13999,SEO,Premium Shoppers,18,"WhatsApp, Instagram",60357,8404,1734,1009,341042,200.16,0.69,Hindi,18.47,Tier 2 City Customers,14-03-2025
NY-CMP-14000,Influencer,Tier 2 City Customers,9,"Facebook, YouTube",66224,2825,697,248,139872,1133.63,-0.5,Bengali,5.69,Youth,31-05-2025
NY-CMP-14001,Email,Tier 2 City Customers,19,Email,21045,2608,940,707,294819,384.16,0.09,Tamil,20.22,College Students,04-11-2024
NY-CMP-14002,Influencer,Premium Shoppers,7,Instagram,27369,3435,709,518,163688,313.79,0.01,Tamil,17.03,Tier 2 City Customers,21-10-2024
NY-CMP-14003,Paid Ads,Tier 2 City Customers,13,Email,68732,4344,2406,1310,440160,177.61,0.89,Bengali,11.73,Working Women,18-02-2025
NY-CMP-14004,Paid Ads,College Students,16,"YouTube, Facebook",74439,9347,4337,2902,1311704,100.58,3.49,Hindi,22.28,Working Women,26-02-2025
NY-CMP-14005,SEO,College Students,19,WhatsApp,62660,7822,2164,788,236400,208.62,0.44,Bengali,17.19,Working Women,06-05-2025
NY-CMP-14006,Social Media,Premium Shoppers,10,Google,61234,4734,980,529,368184,277.28,1.51,Tamil,10.2,Working Women,30-11-2024
NY-CMP-14007,Influencer,Youth,30,"Google, Facebook, YouTube",42608,3636,1886,1130,540140,142.1,2.36,English,15.61,Youth,09-08-2024
NY-CMP-14008,Paid Ads,Working Women,27,WhatsApp,30824,3897,1865,628,149464,204.38,0.16,Hindi,20.73,Premium Shoppers,25-03-2025
NY-CMP-14009,Influencer,Tier 2 City Customers,7,"WhatsApp, Instagram",82507,2725,877,514,409144,420.88,0.89,Tamil,4.99,Premium Shoppers,25-03-2025
NY-CMP-14010,Email,College Students,5,WhatsApp,66020,6451,3050,964,324868,108.68,2.1,Hindi,15.85,Tier 2 City Customers,18-03-2025
NY-CMP-14011,Social Media,Working Women,19,WhatsApp,67231,1743,382,284,62196,873.7,-0.75,Hindi,3.58,Working Women,03-08-2024
NY-CMP-14012,Paid Ads,College Students,15,YouTube,55160,3926,2331,991,415229,183.18,1.29,Tamil,13.14,College Students,23-02-2025
NY-CMP-14013,Email,Tier 2 City Customers,7,Google,13243,1710,724,276,186300,409.15,0.65,Tamil,20.46,Youth,13-05-2025
NY-CMP-14014,Influencer,Youth,15,"WhatsApp, YouTube",49024,5503,1649,893,520619,73.27,6.96,English,16.41,Working Women,01-11-2024
NY-CMP-14015,Social Media,College Students,14,"Email, WhatsApp, Google",93402,4593,2392,1336,328656,117.47,1.09,Hindi,8.91,Premium Shoppers,10-12-2024
NY-CMP-14016,SEO,Youth,8,"YouTube, WhatsApp",70865,7701,1687,1252,582180,123.63,2.76,Bengali,15.01,Youth,08-06-2025
NY-CMP-14017,Paid Ads,Premium Shoppers,23,"YouTube, Email, Instagram",16824,733,207,141,83049,1921.43,-0.69,Bengali,6.43,College Students,10-08-2024
NY-CMP-14018,Email,College Students,15,"Email, Instagram, Facebook",20189,1418,845,471,169560,191.26,0.88,Hindi,13.54,Working Women,04-02-2025
NY-CMP-14019,Email,College Students,8,"Facebook, YouTube, WhatsApp",71795,10448,4059,2184,541632,99.27,1.5,Tamil,23.25,Premium Shoppers,17-12-2024
NY-CMP-14020,Influencer,Youth,13,"WhatsApp, Instagram",56721,6955,2106,1681,369820,158.6,0.39,Hindi,18.94,Working Women,01-08-2024
NY-CMP-14021,SEO,College Students,27,YouTube,56791,4313,1212,672,151872,225.19,0,Bengali,10.91,Tier 2 City Customers,27-03-2025
NY-CMP-14022,SEO,Working Women,12,Email,18922,2714,1303,432,119664,193.61,0.43,English,23.51,Working Women,06-12-2024
NY-CMP-14023,Email,Tier 2 City Customers,12,Instagram,31679,3619,2033,1069,253353,203.68,0.16,English,21.22,Premium Shoppers,10-09-2024
NY-CMP-14024,Influencer,Youth,21,"Email, Instagram",67920,5654,2185,1682,807360,117.26,3.09,Hindi,14.02,Tier 2 City Customers,17-03-2025
NY-CMP-14025,Paid Ads,Youth,28,"YouTube, Google",34285,4718,980,523,290265,430.28,0.29,English,18.14,College Students,19-01-2025
NY-CMP-14026,SEO,Premium Shoppers,21,"WhatsApp, YouTube",51466,3990,1801,764,328520,74.82,4.75,Bengali,12.74,Tier 2 City Customers,18-05-2025
NY-CMP-14027,Social Media,College Students,15,"Facebook, Email",52023,5092,3009,1247,809303,139.46,3.65,Bengali,17.97,Youth,30-05-2025
NY-CMP-14028,Paid Ads,Working Women,7,"WhatsApp, Google",37031,761,301,145,100195,793.63,-0.13,English,3.26,Tier 2 City Customers,07-04-2025
NY-CMP-14029,Email,Tier 2 City Customers,13,"Instagram, WhatsApp, Facebook",62318,7045,3713,2501,935374,91.18,3.1,Hindi,21.28,College Students,03-02-2025
NY-CMP-14030,Social Media,Tier 2 City Customers,6,Instagram,54735,4544,1130,595,257635,319.07,0.36,Bengali,11.45,Youth,24-02-2025
NY-CMP-14031,SEO,Working Women,26,"Google, Instagram",61302,4508,2377,1511,929265,84.07,6.31,English,13.7,Youth,25-10-2024
NY-CMP-14032,Influencer,Tier 2 City Customers,9,"WhatsApp, Facebook, YouTube",22325,2542,512,269,171084,575.91,0.1,Bengali,14.88,Youth,17-01-2025
NY-CMP-14033,Paid Ads,Working Women,19,YouTube,68710,3229,834,346,202064,609.94,-0.04,English,6.42,Working Women,22-01-2025
NY-CMP-14034,Paid Ads,Premium Shoppers,13,"YouTube, Instagram, Email",65232,2908,1333,893,239324,78.89,2.4,Tamil,7.87,Premium Shoppers,19-12-2024
NY-CMP-14035,Paid Ads,College Students,27,Google,83892,11628,5716,4307,3213022,32.89,21.68,Bengali,25.81,Tier 2 City Customers,29-01-2025
NY-CMP-14036,Email,College Students,6,"YouTube, Google",85266,10367,4899,1697,402189,85.13,1.78,Hindi,19.89,Youth,01-10-2024
NY-CMP-14037,Paid Ads,Working Women,7,"Email, YouTube",60092,3480,1701,1218,862344,180.96,2.91,English,10.65,Youth,15-12-2024
NY-CMP-14038,Paid Ads,Tier 2 City Customers,19,"Google, Instagram, Email",52412,7806,3861,3085,910075,64.97,3.54,Bengali,28.15,Working Women,24-03-2025
NY-CMP-14039,Social Media,Working Women,12,"Facebook, Google, Email",54538,1517,484,303,61509,969.72,-0.79,Tamil,4.22,Youth,11-10-2024
NY-CMP-14040,SEO,Premium Shoppers,24,"Facebook, WhatsApp",31151,4190,931,410,298070,556.96,0.31,Hindi,17.76,College Students,30-03-2025
NY-CMP-14041,SEO,Premium Shoppers,10,YouTube,94926,6421,2680,2073,1546458,58.73,11.7,English,11.77,Premium Shoppers,09-09-2024
NY-CMP-14042,Paid Ads,Tier 2 City Customers,21,"Google, Instagram, Facebook",78539,5558,2784,1031,353633,147.95,1.32,English,11.93,Tier 2 City Customers,31-05-2025
NY-CMP-14043,Social Media,Tier 2 City Customers,23,"Email, WhatsApp",74395,1651,431,263,154118,553.2,0.06,Hindi,3.15,Tier 2 City Customers,27-09-2024
NY-CMP-14044,SEO,Youth,8,Google,79028,4535,1750,716,321484,83.21,4.4,Bengali,8.86,Working Women,31-08-2024
NY-CMP-14045,SEO,Premium Shoppers,21,Instagram,35133,2404,910,476,346528,529.91,0.37,Tamil,10.79,Working Women,22-07-2024
NY-CMP-14046,Social Media,Tier 2 City Customers,16,"YouTube, Google, Instagram",67316,3593,912,399,89376,329.42,-0.32,Tamil,7.29,College Students,08-05-2025
NY-CMP-14047,Social Media,Tier 2 City Customers,15,Facebook,93629,10599,4563,3287,1226051,38.31,8.74,Bengali,19.7,College Students,30-09-2024
NY-CMP-14048,Paid Ads,Working Women,30,Email,27691,3965,1246,919,234345,87.94,1.9,Tamil,22.14,Working Women,21-01-2025
NY-CMP-14049,Email,College Students,20,"Email, Google",65217,4088,1630,832,445952,194.25,1.76,Hindi,10.04,Youth,02-11-2024
NY-CMP-14050,Email,Working Women,25,"Google, Facebook",88116,10686,4721,1691,967252,40.68,13.06,Bengali,19.4,Working Women,20-07-2024
NY-CMP-14051,Social Media,Premium Shoppers,15,Google,51763,1411,326,154,84700,1590.78,-0.65,Tamil,3.65,Tier 2 City Customers,12-04-2025
NY-CMP-14052,Email,College Students,17,"YouTube, WhatsApp",27076,629,244,113,64523,674.38,-0.15,Bengali,3.64,Working Women,13-12-2024
NY-CMP-14053,Influencer,Premium Shoppers,13,"Facebook, Google, YouTube",69394,1579,402,127,87884,636.34,0.09,Hindi,3.04,Youth,12-05-2025
NY-CMP-14054,Influencer,Working Women,20,WhatsApp,29705,2099,508,377,165880,581.73,-0.24,English,10.05,Tier 2 City Customers,26-09-2024
NY-CMP-14055,Email,Premium Shoppers,16,Instagram,72750,2378,674,275,74250,965.6,-0.72,Bengali,4.57,Premium Shoppers,25-05-2025
NY-CMP-14056,Paid Ads,Working Women,6,Instagram,61804,2633,705,217,46655,1236.87,-0.83,Hindi,5.75,Premium Shoppers,13-07-2024
NY-CMP-14057,SEO,Premium Shoppers,8,Instagram,44765,2113,781,347,194320,605.78,-0.08,Bengali,7.24,College Students,01-06-2025
NY-CMP-14058,SEO,Tier 2 City Customers,23,WhatsApp,52832,7568,2117,1136,813376,137.6,4.2,Hindi,20.48,Youth,11-11-2024
NY-CMP-14059,Email,Tier 2 City Customers,28,Email,98054,8348,4272,2109,426018,82.89,1.44,Tamil,15.02,Tier 2 City Customers,23-08-2024
NY-CMP-14060,Email,Tier 2 City Customers,14,Facebook,37321,4218,1349,833,581434,136.42,4.12,Tamil,17.15,College Students,18-12-2024
NY-CMP-14061,Social Media,Youth,14,"Facebook, Google, Email",57990,2155,1160,442,321776,534.58,0.36,Tamil,6.48,Working Women,01-06-2025
NY-CMP-14062,Social Media,Tier 2 City Customers,16,"YouTube, Email",72526,9591,5632,2692,1192556,23.44,17.9,Hindi,24.7,Premium Shoppers,14-03-2025
NY-CMP-14063,SEO,Youth,21,"YouTube, Google, Facebook",98821,14357,8243,6277,3414688,30.81,16.66,Tamil,29.22,Youth,09-01-2025
NY-CMP-14064,SEO,Youth,20,"Google, Email, Facebook",39119,3348,1181,742,553532,77.85,8.58,Bengali,13.47,Youth,25-03-2025
NY-CMP-14065,Social Media,Working Women,24,WhatsApp,97235,8758,3145,1360,918000,172.01,2.92,Bengali,13.64,Premium Shoppers,01-10-2024
NY-CMP-14066,Influencer,Working Women,27,"WhatsApp, YouTube, Instagram",49130,5117,2110,1407,382704,105.29,1.58,Bengali,17.57,Premium Shoppers,18-08-2024
NY-CMP-14067,Email,College Students,25,YouTube,14246,2028,758,249,69969,1193.86,-0.76,Hindi,21.3,Youth,21-02-2025
NY-CMP-14068,Social Media,Youth,30,"WhatsApp, YouTube",71625,1958,1152,867,655452,173.25,3.36,Hindi,5.55,College Students,04-09-2024
NY-CMP-14069,Influencer,Tier 2 City Customers,12,"YouTube, Google",91967,11458,5608,1999,1151424,59.17,8.73,English,20.73,Premium Shoppers,19-09-2024
NY-CMP-14070,SEO,Working Women,25,"Google, Instagram, WhatsApp",24742,1111,499,282,59220,221.33,-0.05,Tamil,7.65,College Students,01-11-2024
NY-CMP-14071,Social Media,College Students,28,"YouTube, Facebook",81850,9216,4323,3361,1996434,52.26,10.37,English,20.65,Premium Shoppers,29-10-2024
NY-CMP-14072,Influencer,Premium Shoppers,28,WhatsApp,83056,7066,2471,1285,828825,206.08,2.13,Bengali,13.03,Tier 2 City Customers,28-02-2025
NY-CMP-14073,Influencer,Tier 2 City Customers,14,"WhatsApp, Email",83716,6499,1342,604,439108,368.18,0.97,English,10.09,Tier 2 City Customers,11-07-2024
NY-CMP-14074,Social Media,Youth,30,Google,15953,1605,953,342,205884,760.61,-0.21,English,18.18,Youth,03-11-2024
NY-CMP-14075,Paid Ads,Tier 2 City Customers,17,"Email, Facebook, YouTube",13754,947,261,161,126546,1658.49,-0.53,Hindi,9.95,Working Women,05-07-2024
NY-CMP-14076,Email,Working Women,25,"YouTube, Email, WhatsApp",18482,1341,351,147,56301,735.96,-0.48,English,9.95,Working Women,28-12-2024
NY-CMP-14077,Email,Youth,10,Facebook,29239,2425,729,542,192952,153.7,1.32,Tamil,12.64,Youth,26-05-2025
NY-CMP-14078,SEO,Tier 2 City Customers,6,"Facebook, WhatsApp",74560,2631,1378,443,327377,655.08,0.13,Bengali,5.97,Premium Shoppers,19-10-2024
NY-CMP-14079,SEO,College Students,9,"Facebook, WhatsApp",73157,1705,787,477,164088,161.98,1.12,English,4.06,Youth,02-03-2025
NY-CMP-14080,SEO,Youth,26,"Email, Instagram, Facebook",86646,9554,4358,1426,583234,203.78,1.01,Bengali,17.7,Premium Shoppers,28-03-2025
NY-CMP-14081,Social Media,Premium Shoppers,27,WhatsApp,17831,2065,1000,595,398650,101.64,5.59,Tamil,20.53,Premium Shoppers,25-07-2024
NY-CMP-14082,Email,Tier 2 City Customers,7,"Instagram, YouTube, Facebook",51634,6716,3092,2300,887800,55.73,5.93,Tamil,23.45,Tier 2 City Customers,26-11-2024
NY-CMP-14083,SEO,Working Women,16,"YouTube, WhatsApp",52624,5521,1362,816,314160,322.3,0.19,English,14.63,College Students,31-08-2024
NY-CMP-14084,Influencer,Premium Shoppers,24,"Facebook, Instagram, Email",51227,4774,2308,765,212670,142.85,0.95,English,15.32,College Students,31-01-2025
NY-CMP-14085,Social Media,Tier 2 City Customers,6,Email,24648,3087,1404,1091,737516,165.55,3.08,Bengali,22.65,Working Women,07-11-2024
NY-CMP-14086,Influencer,Tier 2 City Customers,18,YouTube,88807,7559,4071,2105,698860,104.65,2.17,Hindi,15.47,Premium Shoppers,19-07-2024
NY-CMP-14087,Social Media,Premium Shoppers,27,"WhatsApp, Facebook",89833,10893,2652,1287,361647,145.78,0.93,English,16.51,College Students,17-02-2025
NY-CMP-14088,Email,Premium Shoppers,15,Instagram,39501,5788,2586,1591,857549,79.11,5.81,Hindi,25.23,Youth,01-04-2025
NY-CMP-14089,Email,Youth,30,"Facebook, WhatsApp",56731,7589,2324,1149,460749,244.79,0.64,Tamil,19.5,Tier 2 City Customers,25-05-2025
NY-CMP-14090,Social Media,Working Women,19,YouTube,54825,3206,1556,824,506760,71.68,7.58,Bengali,10.19,Tier 2 City Customers,27-03-2025
NY-CMP-14091,Influencer,Tier 2 City Customers,19,"Instagram, WhatsApp, Email",51225,6635,3872,2141,1410919,110.36,4.97,Tamil,24.69,Working Women,19-07-2024
NY-CMP-14092,Influencer,Youth,18,"Email, YouTube, WhatsApp",83409,6754,3175,2460,664200,117.35,1.3,English,14.85,Youth,26-08-2024
NY-CMP-14093,Email,Tier 2 City Customers,24,"YouTube, Instagram, Email",82877,7957,2099,1618,1207028,145.94,4.11,Tamil,14.09,Working Women,15-02-2025
NY-CMP-14094,Email,College Students,28,"Email, YouTube, Google",86864,3717,1856,847,447216,278.43,0.9,English,7.39,Working Women,23-10-2024
NY-CMP-14095,SEO,College Students,25,"Instagram, YouTube",10913,597,271,87,25839,2531.41,-0.88,Tamil,8.75,Youth,27-08-2024
NY-CMP-14096,Influencer,Working Women,12,"WhatsApp, Facebook",73724,7633,1873,826,167678,119.89,0.69,Bengali,14.01,Working Women,13-05-2025
NY-CMP-14097,SEO,Tier 2 City Customers,10,"YouTube, Email, Facebook",90469,8697,3553,1703,1020097,163.15,2.67,Tamil,15.42,Working Women,26-07-2024
NY-CMP-14098,SEO,Working Women,27,Google,32355,3656,1743,1009,207854,205.64,0,Hindi,19.81,Premium Shoppers,24-07-2024
NY-CMP-14099,Email,Premium Shoppers,5,Email,27292,2920,840,321,143808,642.23,-0.3,Tamil,14.95,Tier 2 City Customers,06-01-2025
NY-CMP-14100,Influencer,Youth,23,"YouTube, Instagram",21837,2704,723,481,240019,451.23,0.11,English,17.9,Premium Shoppers,05-12-2024
NY-CMP-14101,Email,Youth,26,"YouTube, Instagram",27603,2101,465,226,171308,591.17,0.28,Bengali,10.11,Working Women,25-02-2025
NY-CMP-14102,Social Media,Working Women,18,"Instagram, Facebook",12754,487,104,48,21264,2503.52,-0.82,Hindi,5.01,Youth,05-12-2024
NY-CMP-14103,SEO,Youth,16,"WhatsApp, Google",59209,8358,3042,1065,321630,60.36,4,Tamil,21.05,Premium Shoppers,03-06-2025
NY-CMP-14104,Influencer,Working Women,10,"Google, Email, Instagram",52596,2600,587,430,297990,196.63,2.52,Tamil,6.88,College Students,07-05-2025
NY-CMP-14105,Email,Youth,16,"Google, WhatsApp, Email",81183,6547,3166,1859,1187901,30.44,19.99,Bengali,14.25,Youth,02-11-2024
NY-CMP-14106,Paid Ads,Premium Shoppers,20,"Google, Email",56811,5921,2217,1331,307461,152.27,0.52,Tamil,16.67,Working Women,09-11-2024
NY-CMP-14107,SEO,Working Women,23,"Facebook, WhatsApp",66458,8720,2548,1391,685763,177.59,1.78,Hindi,19.05,College Students,11-02-2025
NY-CMP-14108,Influencer,Youth,11,"Facebook, WhatsApp",39295,2236,1225,696,433608,174.36,2.57,English,10.58,Youth,20-07-2024
NY-CMP-14109,SEO,Premium Shoppers,17,"Google, Instagram, YouTube",73703,8135,2851,950,740050,74.5,9.46,Hindi,16.19,College Students,08-12-2024
NY-CMP-14110,Paid Ads,Working Women,6,"Instagram, YouTube, Email",64831,4039,1737,573,431469,357.72,1.1,Hindi,9.79,College Students,06-02-2025
NY-CMP-14111,SEO,College Students,28,Facebook,85857,7726,3378,1985,500220,128.42,0.96,Bengali,15.25,College Students,10-08-2024
NY-CMP-14112,Email,Premium Shoppers,15,"Instagram, WhatsApp",37647,2985,1066,326,224614,790.24,-0.13,Hindi,11.63,Premium Shoppers,12-08-2024
NY-CMP-14113,Social Media,Youth,27,"Facebook, WhatsApp",34557,1091,368,234,107406,538.76,-0.15,Bengali,4.9,Youth,01-03-2025
NY-CMP-14114,Email,Premium Shoppers,11,"YouTube, Instagram, Facebook",65308,9690,3412,1481,885638,38.67,14.46,Bengali,22.33,Premium Shoppers,31-05-2025
NY-CMP-14115,Email,Working Women,17,"Instagram, WhatsApp",43602,6445,1810,1425,629850,43.86,9.08,Hindi,22.2,Working Women,12-04-2025
NY-CMP-14116,Paid Ads,Premium Shoppers,15,"Google, Instagram",80807,3630,1124,756,488376,113.11,4.71,English,6.82,Youth,09-04-2025
NY-CMP-14117,Email,Tier 2 City Customers,25,Facebook,60689,7802,4385,2962,773082,85.16,2.06,Hindi,24.96,Youth,22-01-2025
NY-CMP-14118,Paid Ads,College Students,13,Google,41981,1439,499,325,182325,298.33,0.88,Bengali,5.39,Youth,11-03-2025
NY-CMP-14119,SEO,Youth,8,Google,38437,3138,1503,957,266046,257.32,0.08,Bengali,14.56,Working Women,01-03-2025
NY-CMP-14120,Influencer,College Students,7,"Google, Facebook, YouTube",48963,7259,2374,747,493767,161.67,3.09,Hindi,21.2,Working Women,28-05-2025
NY-CMP-14121,SEO,Youth,16,WhatsApp,40110,1012,394,129,81399,1599.9,-0.61,Hindi,3.83,College Students,11-08-2024
NY-CMP-14122,SEO,College Students,17,Instagram,71574,9472,2858,1672,708928,156.64,1.71,Hindi,19.56,Working Women,11-08-2024
NY-CMP-14123,SEO,Youth,18,"Email, YouTube, Facebook",21120,1389,535,343,196882,812.76,-0.29,Tamil,10.73,Tier 2 City Customers,20-03-2025
NY-CMP-14124,Social Media,Working Women,17,"Facebook, Email",42598,2784,613,257,149060,221.74,1.62,Tamil,8.58,College Students,25-02-2025
NY-CMP-14125,Influencer,Youth,17,"Email, WhatsApp, Google",23093,726,420,216,74304,733.4,-0.53,Tamil,5.9,Youth,31-10-2024
NY-CMP-14126,Paid Ads,Premium Shoppers,5,Instagram,59769,3992,2286,789,583860,203.49,2.64,Tamil,11.82,Premium Shoppers,11-09-2024
NY-CMP-14127,Email,Premium Shoppers,17,"Google, WhatsApp",29168,2852,1684,748,175780,309.97,-0.24,Bengali,18.12,College Students,25-11-2024
NY-CMP-14128,Email,College Students,25,"Facebook, YouTube, Email",92778,5439,1842,1257,578220,207.79,1.21,Bengali,9.2,Youth,19-08-2024
NY-CMP-14129,Social Media,College Students,14,"Email, YouTube",58350,2752,1396,1098,577548,169.61,2.1,Bengali,8.99,Youth,09-02-2025
NY-CMP-14130,Email,College Students,29,"Email, Instagram, Facebook",13719,1052,254,176,70576,1444.84,-0.72,English,10.8,Working Women,04-11-2024
NY-CMP-14131,Email,Youth,22,"WhatsApp, Instagram",39309,4401,1114,578,267036,453.2,0.02,Bengali,15.5,Premium Shoppers,13-11-2024
NY-CMP-14132,Influencer,Premium Shoppers,21,"Instagram, WhatsApp",83126,4672,2550,2022,1251618,99.61,5.21,Bengali,11.12,Working Women,17-12-2024
NY-CMP-14133,SEO,Tier 2 City Customers,7,Google,50411,3570,1098,576,222912,303.25,0.28,English,10.4,Tier 2 City Customers,30-04-2025
NY-CMP-14134,Email,College Students,18,"Email, Facebook, YouTube",82729,8173,2776,1472,741888,194.29,1.59,Tamil,15.01,Youth,03-04-2025
NY-CMP-14135,Social Media,College Students,28,WhatsApp,68931,5605,2360,1298,687940,80.13,5.61,English,13.44,College Students,27-12-2024
NY-CMP-14136,SEO,Youth,9,Facebook,38492,3261,1468,766,426662,146.78,2.79,Tamil,14.28,Youth,24-09-2024
NY-CMP-14137,SEO,Premium Shoppers,19,"Email, WhatsApp, Instagram",87363,10086,4387,2549,1218422,34.15,13,Hindi,19.48,College Students,27-09-2024
NY-CMP-14138,SEO,Youth,22,"Google, WhatsApp, Instagram",84364,2031,652,281,94416,1025.14,-0.67,Tamil,3.51,Working Women,26-07-2024
NY-CMP-14139,SEO,Working Women,12,"Instagram, Facebook, YouTube",88105,12700,4833,2339,1204585,53.16,8.69,Hindi,22.55,Youth,20-12-2024
NY-CMP-14140,SEO,Premium Shoppers,26,Email,81528,2930,638,500,337500,228.39,1.96,English,4.99,Youth,09-04-2025
NY-CMP-14141,Paid Ads,Youth,26,"Facebook, Email",16774,1701,651,483,330855,188,2.64,Tamil,16.9,Working Women,26-01-2025
NY-CMP-14142,SEO,Working Women,19,Instagram,84213,7809,4263,1626,1035762,113.18,4.63,Bengali,16.27,Youth,11-12-2024
NY-CMP-14143,Email,College Students,12,"YouTube, Facebook",86917,8420,3005,1552,471808,33.6,8.05,Bengali,14.93,Youth,08-11-2024
NY-CMP-14144,Email,Premium Shoppers,22,"Facebook, Instagram, Google",23530,2041,513,184,101936,1202.07,-0.54,Bengali,11.64,Tier 2 City Customers,25-12-2024
NY-CMP-14145,Email,Youth,21,"Email, YouTube, WhatsApp",75369,2418,724,401,180049,149.53,2,English,4.7,Youth,14-12-2024
NY-CMP-14146,Email,Working Women,26,YouTube,13226,966,198,70,41930,2336.46,-0.74,Hindi,9.33,College Students,20-02-2025
NY-CMP-14147,Paid Ads,Premium Shoppers,24,"YouTube, Instagram, Email",48922,1735,1016,614,445764,265.01,1.74,Tamil,6.88,College Students,29-12-2024
NY-CMP-14148,Email,College Students,11,"Email, WhatsApp, Google",36757,5188,1125,857,201395,166.87,0.41,Bengali,19.51,Tier 2 City Customers,30-07-2024
NY-CMP-14149,Influencer,Tier 2 City Customers,11,Instagram,69539,6467,3816,2672,1274544,34.36,12.88,English,18.63,Working Women,10-11-2024
NY-CMP-14150,Paid Ads,Youth,17,"Email, YouTube",90666,11400,5147,3516,1940832,59.27,8.31,Bengali,22.13,Premium Shoppers,17-12-2024
NY-CMP-14151,Paid Ads,Youth,9,"WhatsApp, Google, Instagram",95377,3679,1781,802,571826,109.32,5.52,Tamil,6.57,Working Women,09-12-2024
NY-CMP-14152,Influencer,Youth,17,"YouTube, WhatsApp, Email",38087,1526,529,398,283376,135.05,4.27,English,6.44,Youth,28-11-2024
NY-CMP-14153,Paid Ads,Premium Shoppers,30,"Email, Facebook",48624,6530,1476,1019,408619,100.91,2.97,Tamil,18.56,Tier 2 City Customers,26-03-2025
NY-CMP-14154,Social Media,Youth,24,Instagram,90037,2293,943,300,212400,631.79,0.12,Hindi,3.93,Tier 2 City Customers,16-12-2024
NY-CMP-14155,Influencer,College Students,15,"WhatsApp, Email",43996,6507,3874,2056,431760,55.89,2.76,Tamil,28.27,Tier 2 City Customers,16-11-2024
NY-CMP-14156,Email,Working Women,14,"Facebook, WhatsApp, YouTube",20584,1739,509,327,255714,582.2,0.34,English,12.51,Premium Shoppers,10-11-2024
NY-CMP-14157,Influencer,Premium Shoppers,16,"Email, Google",95045,12323,4985,3002,1750166,21.31,26.35,English,21.37,Tier 2 City Customers,23-11-2024
NY-CMP-14158,Influencer,Premium Shoppers,6,"WhatsApp, Instagram, Facebook",46776,3084,669,331,179402,537.23,0.01,Hindi,8.73,Tier 2 City Customers,29-05-2025
NY-CMP-14159,SEO,College Students,18,"YouTube, Google, WhatsApp",48494,6756,3704,1206,302706,194.43,0.29,Tamil,24.06,Premium Shoppers,04-05-2025
NY-CMP-14160,SEO,College Students,30,"Facebook, Instagram, YouTube",76278,2194,900,716,402392,84.35,5.66,Tamil,4.99,Working Women,28-09-2024
NY-CMP-14161,Email,Working Women,14,"Facebook, Instagram, Google",29999,2235,731,574,241654,455.41,-0.08,Hindi,11.8,Tier 2 City Customers,27-02-2025
NY-CMP-14162,Influencer,Working Women,8,"Google, Facebook, YouTube",68778,8842,2387,975,195975,234.78,-0.14,Bengali,17.74,Premium Shoppers,30-08-2024
NY-CMP-14163,SEO,College Students,5,WhatsApp,77766,6129,2490,1913,631290,49.69,5.64,Hindi,13.54,Working Women,18-03-2025
NY-CMP-14164,Paid Ads,Premium Shoppers,15,Email,24685,2413,812,331,107906,661.44,-0.51,Hindi,14.41,College Students,21-07-2024
NY-CMP-14165,Influencer,College Students,20,Instagram,43225,3151,842,448,129024,264.07,0.09,English,10.27,Working Women,17-02-2025
NY-CMP-14166,Email,Tier 2 City Customers,22,"YouTube, WhatsApp",24961,3311,1515,808,545400,364.79,0.85,Bengali,22.57,Youth,16-02-2025
NY-CMP-14167,Email,Tier 2 City Customers,15,"Instagram, Google, Facebook",85492,9403,2830,862,345662,142.93,1.81,Tamil,15.32,Youth,21-05-2025
NY-CMP-14168,SEO,Tier 2 City Customers,22,YouTube,27060,2869,1684,1259,530039,141.93,1.97,Bengali,21.48,Tier 2 City Customers,30-11-2024
NY-CMP-14169,Paid Ads,Working Women,11,"Instagram, Email",20707,1662,577,360,113760,436.16,-0.28,Hindi,12.55,Tier 2 City Customers,05-05-2025
NY-CMP-14170,Email,Working Women,20,"Google, Instagram",31364,2394,820,356,94696,239.91,0.11,Bengali,11.38,College Students,18-05-2025
NY-CMP-14171,Email,Premium Shoppers,13,YouTube,52305,6514,2366,1867,651583,132.79,1.63,Hindi,20.55,Working Women,15-07-2024
NY-CMP-14172,Email,Tier 2 City Customers,11,YouTube,56315,6014,2935,1163,724549,227.61,1.74,Bengali,17.96,Premium Shoppers,29-12-2024
NY-CMP-14173,SEO,College Students,30,"Google, Facebook",52010,2635,1245,899,399156,273.54,0.62,Bengali,9.19,Premium Shoppers,22-03-2025
NY-CMP-14174,Influencer,College Students,23,"WhatsApp, Google",85337,12517,4765,2551,1127542,67.65,5.53,Tamil,23.24,College Students,03-12-2024
NY-CMP-14175,SEO,Premium Shoppers,21,"Facebook, Instagram",74321,5680,1426,1006,212266,128.82,0.64,English,10.91,Working Women,08-07-2024
NY-CMP-14176,Paid Ads,College Students,11,Google,87560,8610,3034,2361,1577148,125.65,4.32,Hindi,15.99,College Students,16-06-2025
NY-CMP-14177,Social Media,Working Women,18,Google,77120,4436,2367,1720,808400,102.96,3.56,English,11.05,Premium Shoppers,12-05-2025
NY-CMP-14178,SEO,Premium Shoppers,28,"Google, WhatsApp",68918,2399,1349,659,495568,85.48,7.8,Tamil,6.39,College Students,07-10-2024
